task_id,task_number,section_id,task_index_in_section,page_start,page_end,raw_text
"task_0110","1.115","1","115","23","23","1.115. Небольшой брусок массой т лежит Ha гладком столе внутри
жесткой рамы. Длина рамы Г, масса — т. Брусок с помощью легкого
стержня и пружины жесткостью k соединен с неподвижной опорой /.
Рама пружиной жесткостью А соединена с неподвижной опорой 2
(рис. 1.74). В начальном положении брусок касался правой стенки ра-
мы, а пружины не были деформированы. Брусок отводят к противопо-
ложной стенке рамы и отпускают. В результате упругих столкновений
брусок и рама совершают периодические движения.

1) Найти скорость рамы сразу после первого столкновения с
бруском.

2) Найти период колебаний бруска. (Билет 2, 1999)"
"task_0111","1.116","1","116","23","23","1.116. Тележка может двигаться прямолинейно поступательно без
трения по горизонтальной поверхности стола. К тележке прикреплена
горизонтальная ось О, перпендикулярная возможному направлению

т движения тележки (рис. 1.75). Вокруг оси О, в
в плоскости, перпендикулярной ей, может вра-

| (9) щаться без трения на стержне длиной L неболь-
д. шой по размерам шарик массой т. Масса тележ-
4т ки, оси О и ее крепления — 4т. Массами стерж-

ня и колес тележки пренебречь. Вначале тележка

Puc. 1.15. ” покоилась, а стержень удерживался под углом
В = 30° к вертикали. Затем стержень отпустили.

1) Найти скорость тележки при прохождении шариком нижней
точки своей траектории.

2) Найти амплитуду колебаний тележки, т. е. половину рассто-
яния между наиболее удаленными друг от друга положениями те-
лежки. (Билет 2, 1999)"
"task_0112","1.117","1","117","24","24","1.117. Небольшой брусок массой т лежит на гладкой столе внутри
жесткой рамы, касаясь ее правой стенки. Длина рамы L, масса —
т. Рама пружиной жесткостью соединена с неподвижной опорой
(рис. 1.76). Раму отводят направо так, что т k
брусок касается ее левой стенки, и отпу- |___^'} OTT
«кают. В результате упругих столкновений °
брусок и рама совершают периодические Puc. 1.76.
лвижения.

1) Найти скорость бруска сразу после первого столкновения с рамой.

2) Найти период колебаний бруска. (Билет 4, 1999)"
"task_0113","1.118","1","118","24","24","1.118. Брусок может двигаться поступательно без трения по прямо-
зинейным горизонтальным салазкам, не отрываясь от них. На бруске
укреплен в вертикальной плоскости,
параллельной салазкам, желоб радиу- Leh
vom R, по которому может скользить
без трения небольшой по размерам
шарик массой т (рис. 1.77). Масса —1
бруска с желобом 6m. Вначале брусок Ld

- C—O
иокоился. Шарику в верхней точки
желоба сообщили горизонтальную Рис. 1.77.
‹корость Vo.

1) Найти скорость бруска при прохождении шариком нижней точки
желоба.

2) На каком расстоянии от первоначального положения окажется
брусок через время fy, когда шарик совершит несколько оборотов и
окажется в нижней точке желоба? (Билст 3, 1999)

f 3m —--=~4
E Е,
| 2 ky m ky ! wh
Puc. 1.78. Рис. 1.79."
"task_0114","1.119","1","119","24","24","1.119. Небольшой брусок массой т лежит на гладком столе внутри
жесткой рамы длиной L и массой т. Брусок с помощью легкого стер-
жня и пружины жесткостью А соединен с неподвижной опорой J.
Рама пружиной жесткостью К соединена с неподвижной опорой 2
(рис. 1.78). В начальном положении брусок касался левой стороны
рамы, а пружины не были деформированы. Раму отводят налево до
‹оприкосновения бруска с правой стенкой рамы и отпускают. В ре-
зультате упругих столкновений брусок и рама совершают периоди-
ческие движения.

1) Найти скорость бруска сразу после первого столкновения с рамой.

2) Найти период колебаний рамы. (Билет 4, 1999)"
"task_0115","1.120","1","120","24","24","1.120. Муфта может двигаться поступательно без трения вдоль го-
ризонтальной направляющей EE, (рис. 1.79). К муфте перпендику-"
"task_0116","1.121","1","121","25","25","1.121. На гладкой наклонной плоскости с углом наклона а к гори-
зонту в точке О прикреплена нить длиной J. К другому концу нити
привязан небольшой шарик (рис. 1.80). В начальный момент шарик
находится в положении равновесия в точке А. Какую минимальную
скорость надо сообщить шарику в точке А вдоль наклонной плоскости
в горизонтальном направлении, чтобы шарик совершил полный обо-
рот, двигаясь по окружности? (Билет 5, 1999)

c
{ Z \/
{
CPA
Puc. 1.80. Puc. 1.81."
"task_0117","1.122","1","122","25","25","1.122. Обруч в форме окружности закреплен Ha столе в положе-
нии, когда его плоскость наклонена под углом а к горизонтальной
поверхности Р стола (рис. 1.81). По обручу может скользить без тре-
ния небольшое колечко массой т. Вначале колечко удерживают в
верхней точке С обруча. В результате незначительного толчка ко-
лечко приходит в движение. Найти модуль силы, с которой колечко
действует на обруч в точке A, находящейся на горизонтальном диа-
метре обруча. (Билет 6, 1999)"
"task_0118","1.123","1","123","25","25","1.123. Небольшой шарик прикреплен с помощью нити длиной | к
твоздю, вбитому в доску с гладкой плоской поверхностью, наклонен-
ной под углом а к горизонту (рис. 1.82). Вначале шарик удерживают
на доске в точке А, слабо натянув нить горизонтально вдоль доски. Ка-
кую минимальную скорость V надо сообщить шарику в точке А вдоль
доски перпендикулярно нити, чтобы шарик совершил полный оборот,
двигаясь по окружности? (Билет 7, 1999)"
"task_0119","1.124","1","124","25","25","1.124. Тонкая трубка с петлей в форме окружности радиусом R за-
креплена на наклонной плоскости с углом наклона к горизонту а
(рис. 1.83). В верхний конец трубки, находяшийся на расстоянии 2К от
горизонтального диаметра петли, опускают без начальной скорости"
"task_0120","1.125","1","125","26","26","1.125. Монета скользит по наклонной плоскости с углом наклона
к горизонту а и имеет в точке С скорость vp (рис. 1.84). Через не-
которое время монета оказалась в точке D наклонной плоскости,
пройдя путь 5 и поднявшись по вертикали на высоту Н. Коэффици-
CHT трения скольжения между монетой и наклонной плоскостью р.
Найти скорость монеты в точке D. (Билет 1, 2000)
| = |

A
\ 0,
р —Ф
р ` 4 -7 “ ”

С (3 < 4. В, fa,

в р р

Рис. 1.84. Рис. 1.85. Рис. 1.86."
"task_0121","1.126","1","126","26","26","1.126. Небольшая шайба на нити длиной [ может вращаться
вокруг неподвижной оси О, скользя по наклонной плоскости с
углом наклона к горизонту В (рис. 1.85). Шайбу поместили в точ-
ку А наклонной плоскости, соответствующую горизонтальному по-
ложению нити, и отпустили. Определить скорость шайбы в точке
В — самой низкой точке траектории. Коэффициент трения сколь-
жения шайбы о наклонную плоскость и. Нить всегда параллельна
наклонной плоскости и не задевает ее. (Билет 2, 2000)"
"task_0122","1.127","1","127","26","26","1.127. Широкая доска наклонена под углом а к горизонту
(рис. 1.86). Небольшой шайбе сообщили в точке А доски скорость v,
'аправленную вдоль нее. Через некоторое $; |
время шайба оказалась в точке В, сместив-
шись по вертикали на Н вниз и имея ско-
рость 25. Какой путь прошла шайба между
точками Аи В? Коэффициент трения сколь-
жения шайбы о доску и. (Билет 3, 2000) р"
"task_0123","1.128","1","128","26","26","1.128. На нити длиной / вокруг непод-
вижной оси О может вращаться неболь- Рис. 1.87.
шой брусок, скользя по наклонной плоскости с углом наклона к
горизонту y (рис. 1.87). Брусок поместили в самую низкую для"
"task_0124","1.130","1","130","27","27","1.130. В цилиндрическом стакане с водой на
нити висит проволока, вмороженная в кусок льда.
—- — Лед с проволокой целиком погружен в воду и не

BES pas, касается стенок и дна стакана (рис. 1.89). После

=] = того как лед растаял, проволока осталась висеть

== РЕ. на нити, целиком погруженная в воду. Уровень

Pe = S245 воды в стакане за время таяния льда уменьшился

oe № на АН (AH>0), а сила натяжения нити увели-

Puc. 1.89. "" чилась в К раз. Найти объем проволоки. Плот-
ность воды p,, проволоки — р, площадь внутрен-
него сечения стакана 5. (Билет 5, 2000)"
"task_0125","1.131","1","131","27","27","1.131. По гладкой горизонтальной поверхности стола движутся с
постоянной скоростью у два бруска массами т и 3m, связанные
нитью. Между брусками находится пружина жесткостью К, сжатая
на величину X, (рис. 1.90). Пружина прикреплена только к бруску
массой т. Размеры брусков малы по сравнению с длиной нити, мас-
сой пружины пренебречь, скорость брусков направлена вдоль нити.
Во время движения нить обрывается и бруски разъезжаются вдоль
начального направления нити.

a 1) Найти скорость бруска массой 3m
3m после его отделения от пружины.
ооо .
2) Найти время соприкосновения пру- -
РЕ"" жины с бруском массой 3m, считая OT мо-
Рис. 1.90. мента разрыва нити. (Билет 6, 2000)"
"task_0126","1.132","1","132","27","27","1.132. Гайка, вмороженная в кусок льда, висит на нити. После
того как снизу поднесли цилиндрический стакан с водой, в которую
целиком погрузили лед с гайкой, сила натяжения нити уменьшилась
на АТ (АТ>О0), а уровень волы в стакане повысился. Лед с гайкой"
"task_0127","1.133","1","133","28","28","1.133. Вдоль прямолинейной горизон-
тальной спицы могут скользить без тре- А
иия две муфты. Муфта массой т с при-
крепленной к ней легкой пружиной же- Рис. 1.91.

‹гкостью К движется со скоростью v (рис. 1.91). Муфта массой 4m
покоится. Размеры муфт намного меньше длины пружины.

|) Определить скорость муфты массой 4m после отрыва от пружины.

2) Определить время контакта муфты массой 4т с пружиной.
(Билет 7, 2000)"
"task_0128","1.134","1","134","28","28","1.134. Деревянный шарик, вмороженный в ку- —

(OK льда, удерживается внутри цилиндрического ЕЕ
стакана с водой нитью, прикрепленной ко дну = Yad
(рис. 1.92). Лед с шариком целиком погружен в == РЕ
tomy и не касается стенок и дна стакана. После ЕЕ
toro как лед растаял, шарик остался плавать ЕЕ
внутри стакана, целиком погруженный в воду. ”” т й
Сила натяжения нити за время таяния льда Puc. 1.92.
уменьшилась при этом в К раз (К>1), а уровень воды в стакане
уменьшился на AH (AH > 0). Чему равен объем шарика, если плот-
ность воды равна р,, дерева — р (р<р,), площадь внутреннего се-
чения стакана 5. (Билет 7, 2000) у"
"task_0129","1.135","1","135","28","28","1.135. Бруски с массами т и 5т связаны = | sm
нитью, длина которой много больше разме- [ ™ RRRRARA
ров брусков. Между брусками вставлена РРР й
‹жатая на величину Ху и прикрепленная Рис. 1.93.
голько к бруску с массой 5т легкая пружина жесткостью К (рис. 1.93).
Система движется по гладкой горизонтальной поверхности стола вдоль
горизонтально натянутой нити со скоростью у. Нить разрывается, и
бруски разъезжаются вдоль начального направления нити.

1) Найти скорость бруска массой т после его отделения от пружины.

2) Найти время соприкосновения бруска массой т с пружиной,
считая от момента разрыва нити. (Билет 8, 2000)"
"task_0130","1.136","1","136","28","28","1.136. Болт, вмороженный в кусок льда, висит на нити. После того
как снизу поднесли цилиндрический стакан с водой, в которую це-
ликом погрузили лед с болтом, сила натяжения нити уменьшилась
ua АТ (АТ>О0). При этом лед с болтом не касались дна и стенок
стакана. Спустя некоторое время лед растаял, а болт остался висеть
на нити, целиком погруженный в воду. При этом уровень воды в
стакане увеличился на ДН по сравнению с уровнем воды в стакане"
"task_0131","1.137","1","137","29","29","1.137. Ящик с шайбой удерживают в покое на наклонной плоскости
с углом наклона к горизонту а = 30° (рис. 1.94). Ящик и шайбу одно-
временно отпускают и ящик начинает скользить по наклонной пло-
скости, а шайба — по дну ящика. Через время { = 1 сшайба ударяется
о нижнюю стенку ящика. Коэффициент трения скольжения между
шайбой и ящиком п, = 0,23, а между ящиком и наклонной плоскостью
и) = 0,27. Масса ящика вдвое больше массы шайбы.

1) Определить ускорение шайбы относительно наклонной плоско-
сти при скольжении шайбы по ящику.

2) На каком расстоянии L от нижней стенки ящика находилась
шайба до начала движения? (Билет 1, 2001)

$
[2 |
гы
| м №
а K
Puc. 1.94. Puc. 1.95."
"task_0132","1.138","1","138","29","29","1.138. Систему из груза массой т, бруска массой 2m и доски массой
Зт удерживают в покое (рис. 1.95). Брусок находится на расстоянии
5 = 49 см от края доски. Систему отпускают и брусок движется по до-
ске, а доска — по горизонтальной поверхности стола. Коэффициент
трения скольжения между бруском и доской и, = 0,35, а между доской
и столом и, = 0,10.

1) Определить ускорение бруска относительно стола при движении
бруска по доске?

2) Через какое время брусок достигнет края доски? Считать, что
за время опыта доска не достигает блока. Массу нити, блока и трение
в оси блока не учитывать. (Билет 2, 2001)"
"task_0133","1.139","1","139","29","29","1.139. Доску с находящимся на ней бруском удерживают в покое на
наклонной плоскости с углом наклона к горизонту a = 60° (рис. 1.96).
Расстояние от бруска до края доски 5 = 49 см. Доску и брусок одновре-
менно отпускают, и доска начинает скользить по наклонной плоско-
сти, а брусок по доске. Коэффициент трения скольжения между бру-
ском и доской и = 0,30, а между доской и наклонной плоскостью

и. = 0,40. Масса доски в три раза больше массы бруска.

1) Определить ускорение бруска относительно наклонной плоско-
сти при скольжении бруска по доске.

2) Через какое время брусок достигнет края доски? (Билет 3, 2001)"
"task_0134","1.140","1","140","30","30","1.140. Систему из доски массой т, бруска массой 5т и груза мас-
‘ой 3m удерживают в покое (рис. 1.97). Затем систему отпускают, и
доска движется по горизонтальной поверхности стола, а брусок дви-
жется по доске. через время { = 1,4 с брусок достигает края доски, а
лоска еще не доходит до блока. Коэффициент трения скольжения
бруска о доску p, = 0,10, а доски о стол и, = 0,30.

1) Определить ускорение бруска относительно стола при движении
бруска по доске.

2) На каком расстоянии от края доски находился брусок до
зачала движения? Массу нити, блока и трение в оси блока не
учитывать. (Билет 4, 2001)

5
1
р
3m Гот 7
8 8 4
Puc. 1.96. Puc. 1.97."
"task_0135","1.141","1","141","30","30","1.141. На гладкой горизонтальной поверхности стола покоится гор-
ка, упирающаяся в гладкую вертикальную стенку (рис. 1.98). Участок
АВ профиля горки — дуга окружности радиусом К. По направлению к
горке движется со скоростью у, небольшая по сравнению с размерами
горки монета массой т. Монета въезжает на горку, движется по горке
без трения, не отрываясь от нее, и достигает точки К, продолжая дви-
жение. Радиус ОК составляет с вертикалью угол В (cos В = 5/7).

1) Найти скорость монеты в точке К.

2) Найти силу давления горки на стенку в момент прохождения
монетой точки К. (Билет 5, 2001) ,

о р
РУД B
UE {am
Ра 7 и H Mo |
в. и в! М
/ /К ! В
1 }
es 0
Рис. 1.98. Рис. 1.99."
"task_0136","1.142","1","142","30","30","1.142. На гладкой горизонтальной поверхности стола покоится
горка массой М, упирающаяся в гладкую вертикальную стенку
(рис. 1.99). Участок АВ профиля горки — дуга окружности радиусом
К. По направлению к горке движется со скоростью и небольшой по"
"task_0137","1.143","1","143","31","31","1.143. На горизонтальной поверхности стола покоится чаша с не-
большой по сравнению с размерами чаши шайбой массой т
(рис. 1.100). Нижняя часть АВ внутренней поверхности чаши есть
часть сферы радиусом К. Глубина чаши Н = 3/5, ее внутренняя
поверхность гладкая. Шайба начинает скользить без начальной ско-
рости и при движении не отрывается от чаши, а чаша остается в
покое. Шайба достигает точки С, для которой угол между между
радиусом ОС и вертикалью равен а ( cos а = 4/5).

1) Найти скорость шайбы в точке С.

2) Найти силу трения между чашей и столом при прохождении
шайбой точки С. (Билет 7, 2001)

о
{
т Е
Рис.. 1.100. Рис. 1.101."
"task_0138","1.144","1","144","31","31","1.144. Полушар радиусом К покоится на горизонтальной поверх-
ности стола. В точку А на полушаре помещают небольшую по сравне-
нию с размерами полушара шайбу массой т и отпускают (рис. 1.101).
Шайба скользит без трения и оказывается в точке В, а полушар при
этом остается неподвижным. Радиусы ОА и ОВ составляют с верти-
калью углы а, и а›, такие, что Cos а = 5/6, cos a, = 2/3.

1) Найти скорость шайбы в точке В.

2) Найти силу трения между полушаром и столом при прохожде-
нии шайбой точки В. (Билет 8, 2001)"
"task_0139","1.145","1","145","31","31","1.145. Во время града автомобиль едет по дороге со скоростью |
и = 25 км/час по горизонтальной дороге. Одна из градин ударяется о
переднее (ветровое) стекло автомобиля, наклоненное под углом —
а = 30° к вертикали, и отскакивает горизонтально в направлении
движения автомобиля (рис. 1.102). Считая, что удар градины о стек-
ло абсолютно упругий и что скорость градины непосредственно перед
ударом вертикальна, найти скорость градины:"
"task_0140","1.146","1","146","32","32","1.146. Массивная плита поднимается вверх с постоянной ско-
ростью. Мяч, брошенный вертикально вверх, нагоняет плиту, ударя-
ется абсолютно упруго о боковую поверхность плиты, наклоненную
под углом y = 30° к горизонту, и отскакивает в горизонтальном на-
правлении со скоростью v, = 1,7 м/с (рис. 1.103).

1) Найти скорость плиты vp.

2) Найти скорость v, мяча непосредственно перед ударом. Масса
плиты намного больше массы мяча. (Билет 10, 2001)

|
-—=--и <, У
= ыы ee
о |"" о ""|

Рис. 1.102. Рис. 1.103. Рис. 1.104. Рис. 1.105."
"task_0141","1.147","1","147","32","32","1.147. Идет град, и автомобиль едет со скоростью и = 29 км/час
но горизонтальной дороге. Одна из градин ударяется о стекло заднего
окна автомобиля, наклоненное под углом В = 30° к горизонту, и от-
скакивает горизонтально в направлении, противоположном движе-
пию автомобиля (рис. 1.104)..Считая, что удар градины о стекло аб-
солютно упругий и что ее скорость непосредственно перед ударом
нертикальна, найти скорость градины:

1) до удара,

2) после удара. (Билет 11, 2001) ."
"task_0142","1.148","1","148","32","32","1.148. Кабина подъемника движется вертикально вниз с постоян-
ной скоростью. В боковую стенку кабины, наклоненную под углом
ф = 30°к вертикали, попадает брошенный вертикально вверх мяч
(рис. 1.105). После абсолютно упругого удара мяч отскакивает в го-
ризонтальном направлении со скоростью v, = 3,4 м/с.

1) Найти скорость кабины vp.

2) Найти скорость мяча v, непосредственно перед ударом. Масса
кабины намного больше массы мяча. (Билет 12, 2001)"
"task_0143","1.149","1","149","32","32","1.149. Шайба массой т скользит со ско-
ростью Vg по гладкой горизонтальной по- fe
нерхности стола, попадает Ha покоящийся у
клин массой 2m, скользит по нему без тре- > 2
ния и отрыва и покидает клин (рис. 1.106). Рис. 1.106
Клин, не отрывавшийся от стола, приобре-
тает скорость v,/4. Найти угол а наклона к горизонту поверхности
2 = 2675"
"task_0144","1.150","1","150","33","33","1.150. Горка массой 4т с шайбой массой т покоятся на гладкой
горизонтальной поверхности стола (рис. 1.107). От незначительного
толчка шайба начинает скользить по горке без трения, не отрываясь
от нее, и покидает горку. Горка, не отрывавшаяся от стола, приоб-
ретает скорость и. С какой скоростью шайба упадет на стол? Нижняя
часть поверхности горки составляет угол уу = 30° и находится на рас-
стоянии Н от стола. Направления всех движений параллельны пло-
скости рисунка. (Билет 2, 2002)

Ci]

fe
т
q
] LS
lH
Puc. 1.107. Puc. 1.108. Рис. 1.109."
"task_0145","1.151","1","151","33","33","1.151. На вершине покоящейся на гладком горизонтальном столе
горки массой Зт удерживают шайбу массой т (рис. 1.108). Шайбу
отпускают, и она скользит по горке без трения и отрыва и покидает
горку. Горка, не отрывавшаяся от стола, приобретает скорость и.
Найти разность высот Н между вершинами горки. Верхняя часть
поверхности правой вершины горки наклонена к вертикали под уг-
лом В = 30°. Направления всех движений параллельны плоскости ри-
сунка. (Билет 3, 2002)"
"task_0146","1.152","1","152","33","33","1.152. Игрушечная пушка может скользить по рельсам, укреплен- |
ным на горизонтальном полу. Ствол пушки наклонен под углом ф к.
горизонту (рис. 1.109). Масса пушки без снаряда — М, масса снаря- |
да — т. Из покоившейся пушки произведен выстрел. В результате
пушка, не отрывавшаяся от рельсов, получила скорость и. На каком
расстоянии от места выстрела снаряд упал на пол? Высоту пушки не
учитывать. Направления всех движений параллельны плоскости ри-
сунка. (Билет 4, 2002)"
"task_0147","1.153","1","153","33","33","1.153. Стеклянный шар объемом V и плотностью р находится в
сосуде с водой (рис. 1.110). Угол между стенкой сосуда и горизон-
тальным дном а. Внутренняя поверхность сосуда гладкая. Плотность
воды р. Найти силу давления шара на дно с двух случаях:

1) сосуд неподвижен,

2) сосуд движется с постоянным горизонтальным ускорением а.
(Билет 5, 2002)"
"task_0148","1.154","1","154","34","34","1.154. Пробковый шар объемом. И привязан ко дну конического
сосуда с водой так, что нить вертикальна, а шар касается гладкой
стенки сосуда (рис. 1.111). Угол между горизонтальным дном и стен-
кой сосуда y. Плотности воды и пробки ри p,. Найти силу натяжения
нити в двух случаях:

1) сосуд неподвижен,

2) сосуд движется с постоянным горизонтальным ускорением а.
(Билет 6, 2002)

—а_ —— —
rN AA [ЕЕРЕЕЕЕЕ A ЕЕ Ея
Рис. 1.110. Рис. 1.111. Рис. 1.112."
"task_0149","1.155","1","155","34","34","1.155. В сосуде с водой находится алюминиевый шар объемом У,
прикрепленный ко дну сосуда нитью АВ (рис. 1.112). Дно сосуда го-
ризонтальное и гладкое. Плотность алюминия и воды Рои р. Найти
силу давления шара на дно сосуда в двух случаях:

1) сосуд неподвижен, .

2) сосуд движется с постоянным горизонтальным ускорением а, и
нить составляет с дном угол В. (Билет 7, 2002)

a, | Е ()
ee ees
Е: у
oe |B
== Ee =Е- р
Рис. 1.113. Рис. 1.114."
"task_0150","1.156","1","156","34","34","1.156. В коническом сосуде с водой находится деревянный шар
объемом У, удерживаемый от всплытия горизонтальной полкой
8D, прикрепленной к стенке сосуда (рис. 1.113). Поверхность по-
лки и стенки гладкие. Угол между полкой и стенкой сосуда ф.
Плотности воды и дерева ри p,. Найти силу давления шара на
полку в двух случаях:
>"
"task_0151","1.157","1","157","35","35","1.157. Толстая однородная веревка массой т = 0,3 кг соединена с
бруском массой 6m легкой нитью, перекинутой через блок
(рис. 1.114). Коэффициент трения скольжения между бруском и на-.
клонной плоскостью и = 0,1. Угол наклона плоскости к горизонту
В = 30°.

1) Найти ускорение бруска.

2) Найти силу натяжения веревки в точке В, для которой
BD = AD/4. Массой блока и трением в его оси пренебречь. (Билет 9, 2002)

в oA
= ||
(5 5 am
|
aim D
Puc. 1.115. Puc. 1.116."
"task_0152","1.158","1","158","35","35","1.158. Однородный канат массой т = 1 кг соединен с бруском мас-
сой 3т/2 легкой нитью, перекинутой через блок (рис. 1.115). Канат
находится на наклоненной под углом a (cos a=0,8) к горизонту
поверхности. Коэффициент трения скольжения между этой поверх-
ностью и канатом р = 0,2.

1) Найти ускорение каната.

2) Найти силу натяжения каната в его середине. Массой блока и
трением в его оси пренебречь. (Билет 10, 2002)"
"task_0153","1.159","1","159","35","35","1.159. Брусок массой т = 0,5 кг соединен с толстой однородной
веревкой массой Зт легкой нитью, перекинутой через блок
(рис. 1.116). Коэффициент трения скольжения между бруском и на-
клонной плоскостью р = 0,4. Угол наклона наклонной плоскости к

горизонту В = 30°.
A_B 1) Найти ускорение веревки.
2) Найти силу натяжения веревки
fs в точке В, для которой BD = AD/6.
2 Массой блока и трением в его оси
пренебречь. (Билет 11, 2002)
Рис. 1.117. 1.160. Однородный канат массой
т = 3 кг соединен с бруском массой 2т легкой нитью, перекинутой
через блок (рис.1.117 ). Канат находится на горизонтальной поверх-
ности, а брусок — на наклоненной по углом а (sin a = 0,6) к гори-"
"task_0154","1.161","1","161","36","36","1.161. Предположим, что между Калининградской и Московской
областями прорыт прямолинейный железнодорожный тоннель, дли-
ной L = 1000 км. Вагон ставят на рельсы в начале тоннеля в Москов-
ской области и отпускают без начальной скорости. 1) Через какое
время вагон достигнет Калининградской области? 2) Найдите макси-
мальную скорость вагона. Землю считать шаром радиусом
К = 6400 км с одинаковой плотностью по всему объему. Вращение
Земли, сопротивление воздуха и все виды трения при движении не
учитывать. (Билет 1, 2003)"
"task_0155","1.162","1","162","36","36","1.162. Представьте себе, что в астероиде радиусом К = 16 км про-
бурен канал вдоль его диаметра. В канал с поверхности астероида
сбрасывают без начальной скорости предмет. 1) Через какое время
предмет окажется первый раз на расстоянии R/2 от центра астерои-
да? 2) Найдите скорость предмета в этот момент. Известно, что пер-
вая космическая скорость для астероида v, = 14 м/с. Плотность асте-
роида одинакова по всему объему, атмосферы нет. Вращение и тре-
ние при движении предмета не учитывать. (Билет 2, 2003)"
"task_0156","1.163","1","163","36","36","1.163. В проекте из области фантастики предлагается прорыть
между Москвой и Парижем прямолинейный железнодорожный тон-
нель длиной 5 = 2400 км. Вагон ставят на рельсы в начале тоннеля
в Париже и отпускают без начальной скорости. 1) Через какое
время вагон достигнет середины тоннеля? 2) Найдите скорость ва-
гона в середине тоннеля. Землю считать шаром радиусом
R= 6400 км с одинаковой плотностью по всему объему. Вращение
Земли, сопротивление воздуха и все виды трения при движении
не учитывать. (Билет 3, 2003)"
"task_0157","1.164","1","164","36","36","1.164. Для транспортировки контейнера с грузом на противопо-
ложную сторону астероида предполагается пробурить шахту вдоль
cro диаметра и сбрасывать в нее контейнер без начальной скоро-
сти. Радиус астероида К =1 км, его плотность постоянна по всему
объему и в 2 раза меньше средней плотности Земли. Атмосферы
на астероиде нет, его вращением можно пренебречь. Радиус Земли
Кз = 6400 км. Не учитывая трение при движении в шахте, най-
дите: 1) время, через которое контейнер окажется первый раз на
расстоянии R/2 от центра астероида; 2) скорость контейнера в этот
момент. (Билет 4, 2003)"
"task_0158","1.165","1","165","36","36","1.165. В результате удара шар получил скорость Up вдоль горизон-
гальной поверхности стола и вращение вокруг своего горизонтально-
го диаметра, перпендикулярного скорости (см. рис. 1.118). После
удара скорость шара уменьшилась в течение времени т, а затем стала"
"task_0159","1.167","1","167","37","37","1.167. Обручу, закрученному вокруг горизонтальной оси, прохо-
дящей перпендикулярно плоскости обруча через его центр, сообщают
вдоль горизонтальной поверхности стола скорость Up, направленную

перпендикулярно оси вращения (см.

= рис. 1.119). Обруч сначала удаляется, а за-

тем из-за трения о стол возвращается к месту

Yo начала движения со скоростью и; = U/4, ка-

тясь без проскальзывания. Коэффициент

Рис. 1.119. трения скольжения между обручем и сто-
лом — и. 1) Найдите время движения до ме- |

ста максимального удаления. 2) Через какое время, считая от начала
движения, обруч возвратится назад? (Билет 6, 2003) |"
"task_0160","1.168","1","168","37","37","1.168. Шарик висит на пружине в поле силы тяжести 2. В по- |
ложении равновесия в пружине запасена энергия деформации Uy.
Вертикальным толчком шарику сообщается кинетическая энергия, |
равная ЗИ. 1) Чему равна величина максимального ускорения |

шарика анах BO время возникших вертикальных колебаний? 2) Че- |
му равна кинетическая энергия движения шарика Т в момент,
когда его ускорение а= a,,,,/3? Затуханием колебаний пренеб-
речь. (Билет 6, 2003)"
